Timestamp Logare,Nume Fisier,Clasa (Label),Tip Sursa (Originalitate),Durata (sec),Sample Rate (Hz),Status
2026-01-18 16:31:35,372.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,373.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,374.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,375.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,376.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,377.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,378.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,379.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,380.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,381.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,382.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,383.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,384.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,385.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,386.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,387.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,388.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,389.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,390.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,391.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,392.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,393.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,394.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,395.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,396.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,397.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,398.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,399.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,400.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,401.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,sound_violin.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,sound_violin2.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(1).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(10).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(11).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(12).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(13).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(14).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(15).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(16).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(17).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(2).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(3).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(4).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(5).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(6).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(7).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(8).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin(9).wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin_song.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,violin_sound (150).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.65,44100,Valid
2026-01-18 16:31:35,violin_sound (155).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.54,44100,Valid
2026-01-18 16:31:35,violin_sound (169).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.13,44100,Valid
2026-01-18 16:31:35,VIOLIN_SOUND (17).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.95,44100,Valid
2026-01-18 16:31:35,violin_sound (174).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.05,44100,Valid
2026-01-18 16:31:35,violin_sound (179).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.16,44100,Valid
2026-01-18 16:31:35,violin_sound (195).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.32,44100,Valid
2026-01-18 16:31:35,violin_sound (205).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.03,44100,Valid
2026-01-18 16:31:35,violin_sound (206).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.32,44100,Valid
2026-01-18 16:31:35,violin_sound (210).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.39,44100,Valid
2026-01-18 16:31:35,violin_sound (242).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.23,44100,Valid
2026-01-18 16:31:35,violin_sound (246).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.62,44100,Valid
2026-01-18 16:31:35,Violin_Sound (280).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.17,44100,Valid
2026-01-18 16:31:35,Violin_Sound (284).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.08,44100,Valid
2026-01-18 16:31:35,Violin_Sound (286).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.45,44100,Valid
2026-01-18 16:31:35,Violin_Sound (292).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.51,44100,Valid
2026-01-18 16:31:35,VIOLIN_sound (313).wav,vioara,Sursa Externa (Kaggle/Dataset Public),8.11,44100,Valid
2026-01-18 16:31:35,Violin_Sound (55).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.28,44100,Valid
2026-01-18 16:31:35,Violin_Sound (60).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.19,44100,Valid
2026-01-18 16:31:35,violin_sounds (2).wav,vioara,Sursa Externa (Kaggle/Dataset Public),7.14,44100,Valid
